Problem,Token,POS,Shape,Tag
2898,=,SYM,=,I-e_1
2898,18,NUM,dd,I-e_1
2898,",",PUNCT,",",O
2898,what,NOUN,xxxx,O
2898,is,VERB,xx,O
2898,the,DET,xxx,O
2898,volume,NOUN,xxxx,O
2898,of,ADP,xx,O
2898,the,DET,xxx,O
2898,rectangular,ADJ,xxxx,O
2898,solid,ADJ,xxxx,O
2898,?,PUNCT,?,O
2899,In,ADP,Xx,O
2899,triangle,NOUN,xxxx,O
2899,ABC,PROPN,XXX,O
2899,above,ADV,xxxx,O
2899,",",PUNCT,",",O
2899,BD,PROPN,XX,B-e_1
2899,/,SYM,/,I-e_1
2899,DE,PROPN,XX,I-e_1
2899,=,SYM,=,I-e_1
2899,1,NUM,d,I-e_1
2899,/,SYM,/,I-e_1
2899,3,NUM,d,I-e_1
2899,.,PUNCT,.,O
2899,What,NOUN,Xxxx,O
2899,is,VERB,xx,O
2899,the,DET,xxx,O
2899,value,NOUN,xxxx,O
2899,of,ADP,xx,O
2899,the,DET,xxx,O
2899,fraction,NOUN,xxxx,O
2899,of,ADP,xx,O
2899,area,NOUN,xxxx,B-e_1
2899,ABC,PROPN,XXX,I-e_1
2899,/,SYM,/,I-e_1
2899,area,NOUN,xxxx,I-e_1
2899,ADC,NOUN,XXX,I-e_1
2899,?,PUNCT,?,O
2900,In,ADP,Xx,O
2900,the,DET,xxx,O
2900,figure,NOUN,xxxx,O
2900,above,ADV,xxxx,O
2900,",",PUNCT,",",O
2900,three,NUM,xxxx,O
2900,points,NOUN,xxxx,O
2900,lie,VERB,xxx,O
2900,on,ADP,xx,O
2900,line,NOUN,xxxx,O
2900,ℓ,NOUN,x,B-e_1
2900,.,PUNCT,.,O
2900,What,NOUN,Xxxx,O
2900,is,VERB,xx,O
2900,the,DET,xxx,O
2900,value,NOUN,xxxx,O
2900,of,ADP,xx,O
2900,t,NOUN,x,B-e_1
2900,?,PUNCT,?,O
2901,In,ADP,Xx,O
2901,the,DET,xxx,O
2901,figure,NOUN,xxxx,O
2901,above,ADV,xxxx,O
2901,",",PUNCT,",",O
2901,circle,NOUN,xxxx,O
2901,P,NOUN,X,B-e_1
2901,",",PUNCT,",",O
2901,Q,PROPN,X,B-e_1
2901,",",PUNCT,",",O
2901,and,CCONJ,xxx,O
2901,R,NOUN,X,B-e_1
2901,are,VERB,xxx,O
2901,internally,ADV,xxxx,O
2901,tangent,ADJ,xxxx,O
2901,.,PUNCT,.,O
2901,The,DET,Xxx,O
2901,radius,NOUN,xxxx,O
2901,of,ADP,xx,O
2901,circle,NOUN,xxxx,O
2901,P,NOUN,X,B-e_1
2901,is,VERB,xx,O
2901,1,NUM,d,B-e_1
2901,/,SYM,/,I-e_1
2901,3,NUM,d,I-e_1
2901,the,DET,xxx,O
2901,radius,NOUN,xxxx,O
2901,of,ADP,xx,O
2901,circle,NOUN,xxxx,O
2901,Q,NOUN,X,B-e_1
2901,",",PUNCT,",",O
2901,and,CCONJ,xxx,O
2901,the,DET,xxx,O
2901,radius,NOUN,xxxx,O
2901,of,ADP,xx,O
2901,circle,NOUN,xxxx,O
2901,Q,PROPN,X,B-e_1
2901,is,VERB,xx,O
2901,3,NUM,d,B-e_1
2901,/,SYM,/,I-e_1
2901,4,NUM,d,I-e_1
2901,the,DET,xxx,O
2901,radius,NOUN,xxxx,O
2901,of,ADP,xx,O
2901,circle,NOUN,xxxx,O
2901,R.,PROPN,X.,O
2901,If,ADP,Xx,O
2901,the,DET,xxx,O
2901,area,NOUN,xxxx,O
2901,of,ADP,xx,O
2901,circle,NOUN,xxxx,O
2901,R,NOUN,X,B-e_1
2901,is,VERB,xx,O
2901,48π,NUM,ddx,B-e_1
2901,",",PUNCT,",",O
2901,what,NOUN,xxxx,O
2901,is,VERB,xx,O
2901,the,DET,xxx,O
2901,area,NOUN,xxxx,O
2901,of,ADP,xx,O
2901,the,DET,xxx,O
2901,shaded,VERB,xxxx,O
2901,region,NOUN,xxxx,O
2901,?,PUNCT,?,O
2902,On,ADP,Xx,O
2902,a,DET,x,O
2902,number,NOUN,xxxx,O
2902,line,NOUN,xxxx,O
2902,",",PUNCT,",",O
2902,p,DET,x,B-e_1
2902,represents,VERB,xxxx,O
2902,a,DET,x,O
2902,number,NOUN,xxxx,O
2902,within,ADP,xxxx,O
2902,8,NUM,d,B-e_1
2902,units,NOUN,xxxx,O
2902,of,ADP,xx,O
2902,12,NUM,dd,B-e_1
2902,.,PUNCT,.,O
2902,Which,ADJ,Xxxxx,O
2902,of,ADP,xx,O
2902,the,DET,xxx,O
2902,following,VERB,xxxx,O
2902,describes,VERB,xxxx,O
2902,the,DET,xxx,O
2902,relationship,NOUN,xxxx,O
2902,?,PUNCT,?,O
2903,What,NOUN,Xxxx,O
2903,is,VERB,xx,O
2903,the,DET,xxx,O
2903,equation,NOUN,xxxx,O
2903,of,ADP,xx,O
2903,a,DET,x,O
2903,line,NOUN,xxxx,O
2903,which,ADJ,xxxx,O
2903,has,VERB,xxx,O
2903,an,DET,xx,O
2903,x-,X,x-,O
2903,intercept,NOUN,xxxx,O
2903,of,ADP,xx,O
2903,5,NUM,d,B-e_1
2903,and,CCONJ,xxx,O
2903,a,DET,x,O
2903,slope,NOUN,xxxx,O
2903,parallel,NOUN,xxxx,O
2903,to,ADP,xx,O
2903,f(x,NUM,x(x,B-e_1
2903,),PUNCT,),I-e_1
2903,=,SYM,=,I-e_1
2903,-2x,NUM,-dx,I-e_1
2903,+,SYM,+,I-e_1
2903,3,NUM,d,I-e_1
2903,?,PUNCT,?,O
2904,The,DET,Xxx,O
2904,table,NOUN,xxxx,O
2904,above,ADV,xxxx,O
2904,shows,VERB,xxxx,O
2904,the,DET,xxx,O
2904,enrollments,NOUN,xxxx,O
2904,for,ADP,xxx,O
2904,the,DET,xxx,O
2904,11^th,NUM,dd^xx,B-e_1
2904,grade,NOUN,xxxx,O
2904,honors,NOUN,xxxx,O
2904,program,NOUN,xxxx,O
2904,at,ADP,xx,O
2904,Spring,PROPN,Xxxxx,O
2904,Lake,PROPN,Xxxx,O
2904,high,ADJ,xxxx,O
2904,school,NOUN,xxxx,O
2904,.,PUNCT,.,O
2904,Of,ADP,Xx,O
2904,these,DET,xxxx,O
2904,students,NOUN,xxxx,O
2904,",",PUNCT,",",O
2904,8,NUM,d,B-e_1
2904,take,VERB,xxxx,O
2904,English,PROPN,Xxxxx,O
2904,and,CCONJ,xxx,O
2904,Chemistry,PROPN,Xxxxx,O
2904,",",PUNCT,",",O
2904,10,NUM,dd,B-e_1
2904,take,VERB,xxxx,O
2904,Chemistry,PROPN,Xxxxx,O
2904,and,CCONJ,xxx,O
2904,Physics,PROPN,Xxxxx,O
2904,",",PUNCT,",",O
2904,and,CCONJ,xxx,O
2904,6,NUM,d,B-e_1
2904,take,VERB,xxxx,O
2904,English,PROPN,Xxxxx,O
2904,and,CCONJ,xxx,O
2904,Physics,PROPN,Xxxxx,O
2904,.,PUNCT,.,O
2904,Three,NUM,Xxxxx,O
2904,of,ADP,xx,O
2904,the,DET,xxx,O
2904,students,NOUN,xxxx,O
2904,take,VERB,xxxx,O
2904,all,DET,xxx,O
2904,three,NUM,xxxx,O
2904,classes,NOUN,xxxx,O
2904,.,PUNCT,.,O
2904,If,ADP,Xx,O
2904,all,DET,xxx,O
2904,of,ADP,xx,O
2904,the,DET,xxx,O
2904,students,NOUN,xxxx,O
2904,take,VERB,xxxx,O
2904,at,ADV,xx,O
2904,least,ADV,xxxx,O
2904,one,NUM,xxx,O
2904,class,NOUN,xxxx,O
2904,",",PUNCT,",",O
2904,what,NOUN,xxxx,O
2904,is,VERB,xx,O
2904,the,DET,xxx,O
2904,number,NOUN,xxxx,O
2904,of,ADP,xx,O
2904,students,NOUN,xxxx,O
2904,in,ADP,xx,O
2904,the,DET,xxx,O
2904,honors,NOUN,xxxx,O
2904,program,NOUN,xxxx,O
2904,?,PUNCT,?,O
2905,|x|,VERB,|x|,B-e_1
2905,+,CCONJ,+,I-e_1
2905,|y|,NOUN,|x|,I-e_1
2905,=,SYM,=,I-e_1
2905,5,NUM,d,I-e_1
2905,Which,ADJ,Xxxxx,O
2905,of,ADP,xx,O
2905,the,DET,xxx,O
2905,following,ADJ,xxxx,O
2905,points,NOUN,xxxx,O
2905,is,VERB,xx,O
2905,NOT,ADV,XXX,O
2905,on,ADP,xx,O
2905,the,DET,xxx,O
2905,graph,NOUN,xxxx,O
2905,above,ADV,xxxx,O
2905,?,PUNCT,?,O
2906,In,ADP,Xx,O
2906,the,DET,xxx,O
2906,figure,NOUN,xxxx,O
2906,above,ADV,xxxx,O
2906,",",PUNCT,",",O
2906,line,NOUN,xxxx,O
2906,ℓ,NOUN,x,B-e_1
2906,is,VERB,xx,O
2906,parallel,ADJ,xxxx,O
2906,to,PART,xx,O
2906,line,VERB,xxxx,O
2906,m,NOUN,x,B-e_1
2906,.,PUNCT,.,O
2906,What,NOUN,Xxxx,O
2906,is,VERB,xx,O
2906,the,DET,xxx,O
2906,value,NOUN,xxxx,O
2906,of,ADP,xx,O
2906,x,PUNCT,x,B-e_1
2906,?,PUNCT,?,O
2907,If,ADP,Xx,O
2907,x,PUNCT,x,B-e_1
2907,+,CCONJ,+,I-e_1
2907,y,PRON,x,I-e_1
2907,=,SYM,=,I-e_1
2907,5,NUM,d,I-e_1
2907,and,CCONJ,xxx,O
2907,x,PUNCT,x,B-e_1
2907,-,PUNCT,-,I-e_1
2907,y,NOUN,x,I-e_1
2907,=,SYM,=,I-e_1
2907,3,NUM,d,I-e_1
2907,",",PUNCT,",",O
2907,what,NOUN,xxxx,O
2907,is,VERB,xx,O
2907,the,DET,xxx,O
2907,value,NOUN,xxxx,O
2907,of,ADP,xx,O
2907,x^2,NOUN,x^d,B-e_1
2907,-,PUNCT,-,I-e_1
2907,y^2,PROPN,x^d,I-e_1
2907,+,SYM,+,I-e_1
2907,2x,NUM,dx,I-e_1
2907,-,PUNCT,-,I-e_1
2907,2y,NUM,dx,I-e_1
2907,?,PUNCT,?,O
2908,In,ADP,Xx,O
2908,the,DET,xxx,O
2908,figure,NOUN,xxxx,O
2908,above,ADV,xxxx,O
2908,",",PUNCT,",",O
2908,lines,NOUN,xxxx,O
2908,ℓ,NOUN,x,B-e_1
2908,and,CCONJ,xxx,O
2908,m,NOUN,x,B-e_1
2908,are,VERB,xxx,O
2908,parallel,ADJ,xxxx,O
2908,.,PUNCT,.,O
2908,If,ADP,Xx,O
2908,x,PUNCT,x,B-e_1
2908,=,SYM,=,I-e_1
2908,30,NUM,dd,I-e_1
2908,and,CCONJ,xxx,O
2908,y,PRON,x,B-e_1
2908,=,SYM,=,I-e_1
2908,120,NUM,ddd,I-e_1
2908,",",PUNCT,",",O
2908,what,NOUN,xxxx,O
2908,is,VERB,xx,O
2908,the,DET,xxx,O
2908,value,NOUN,xxxx,O
2908,of,ADP,xx,O
2908,z,NOUN,x,B-e_1
2908,?,PUNCT,?,O
2909,In,ADP,Xx,O
2909,a,DET,x,O
2909,plane,NOUN,xxxx,O
2909,",",PUNCT,",",O
2909,M,PROPN,X,B-e_1
2909,is,VERB,xx,O
2909,the,DET,xxx,O
2909,midpoint,NOUN,xxxx,O
2909,of,ADP,xx,O
2909,AB,PROPN,XX,B-e_1
2909,",",PUNCT,",",O
2909,the,DET,xxx,O
2909,length,NOUN,xxxx,O
2909,of,ADP,xx,O
2909,PM,NOUN,XX,B-e_1
2909,is,VERB,xx,O
2909,8,NUM,d,B-e_1
2909,",",PUNCT,",",O
2909,and,CCONJ,xxx,O
2909,the,DET,xxx,O
2909,length,NOUN,xxxx,O
2909,of,ADP,xx,O
2909,AM,PROPN,XX,B-e_1
2909,is,VERB,xx,O
2909,15,NUM,dd,B-e_1
2909,.,PUNCT,.,O
2909,Which,ADJ,Xxxxx,O
2909,of,ADP,xx,O
2909,the,DET,xxx,O
2909,following,VERB,xxxx,O
2909,could,VERB,xxxx,O
2909,not,ADV,xxx,O
2909,be,VERB,xx,O
2909,the,DET,xxx,O
2909,length,NOUN,xxxx,O
2909,of,ADP,xx,O
2909,AP,PROPN,XX,B-e_1
2909,?,PUNCT,?,O
2910,The,DET,Xxx,O
2910,figure,NOUN,xxxx,O
2910,above,ADV,xxxx,O
2910,shows,VERB,xxxx,O
2910,the,DET,xxx,O
2910,graphs,NOUN,xxxx,O
2910,of,ADP,xx,O
2910,the,DET,xxx,O
2910,functions,NOUN,xxxx,O
2910,f,X,x,B-e_1
2910,and,CCONJ,xxx,O
2910,g,NOUN,x,B-e_1
2910,.,PUNCT,.,O
2910,If,ADP,Xx,O
2910,g(k,NOUN,x(x,B-e_1
2910,),PUNCT,),I-e_1
2910,=,SYM,=,I-e_1
2910,0,NUM,d,I-e_1
2910,",",PUNCT,",",O
2910,what,NOUN,xxxx,O
2910,is,VERB,xx,O
2910,one,NUM,xxx,O
2910,possible,ADJ,xxxx,O
2910,value,NOUN,xxxx,O
2910,of,ADP,xx,O
2910,f(k,NOUN,x(x,B-e_1
2910,),PUNCT,),I-e_1
2910,?,PUNCT,?,O
2911,In,ADP,Xx,O
2911,the,DET,xxx,O
2911,figure,NOUN,xxxx,O
2911,above,ADV,xxxx,O
2911,",",PUNCT,",",O
2911,ABCD,PROPN,XXXX,B-e_1
2911,is,VERB,xx,O
2911,a,DET,x,O
2911,rectangle,NOUN,xxxx,O
2911,",",PUNCT,",",O
2911,AD,NOUN,XX,B-e_1
2911,=,SYM,=,I-e_1
2911,8,NUM,d,I-e_1
2911,",",PUNCT,",",O
2911,and,CCONJ,xxx,O
2911,CD,NOUN,XX,B-e_1
2911,=,SYM,=,I-e_1
2911,4,NUM,d,I-e_1
2911,.,PUNCT,.,O
2911,If,ADP,Xx,O
2911,points,NOUN,xxxx,O
2911,F,PROPN,X,B-e_1
2911,and,CCONJ,xxx,O
2911,G,PROPN,X,B-e_1
2911,are,VERB,xxx,O
2911,on,ADP,xx,O
2911,BC,PROPN,XX,B-e_1
2911,so,ADP,xx,O
2911,that,ADP,xxxx,O
2911,BF,NOUN,XX,B-e_1
2911,=,SYM,=,I-e_1
2911,1,NUM,d,I-e_1
2911,and,CCONJ,xxx,O
2911,GC,NOUN,XX,B-e_1
2911,=,SYM,=,I-e_1
2911,3,NUM,d,I-e_1
2911,",",PUNCT,",",O
2911,and,CCONJ,xxx,O
2911,line,NOUN,xxxx,O
2911,AF,NOUN,XX,B-e_1
2911,and,CCONJ,xxx,O
2911,DG,PROPN,XX,B-e_1
2911,intersect,NOUN,xxxx,O
2911,at,ADP,xx,O
2911,point,NOUN,xxxx,O
2911,E,NOUN,X,B-e_1
2911,",",PUNCT,",",O
2911,what,NOUN,xxxx,O
2911,is,VERB,xx,O
2911,the,DET,xxx,O
2911,area,NOUN,xxxx,O
2911,of,ADP,xx,O
2911,AED,PROPN,XXX,B-e_1
2911,?,PUNCT,?,O
2912,If,ADP,Xx,O
2912,imports,NOUN,xxxx,O
2912,at,ADP,xx,O
2912,Computer,PROPN,Xxxxx,O
2912,Company,PROPN,Xxxxx,O
2912,X,PROPN,X,O
2912,decreased,VERB,xxxx,O
2912,by,ADP,xx,O
2912,15,NUM,dd,B-e_1
2912,percent,NOUN,xxxx,O
2912,and,CCONJ,xxx,O
2912,exports,NOUN,xxxx,O
2912,increased,VERB,xxxx,O
2912,by,ADP,xx,O
2912,40,NUM,dd,B-e_1
2912,percent,NOUN,xxxx,O
2912,during,ADP,xxxx,O
2912,lat,ADJ,xxx,O
2912,year,NOUN,xxxx,O
2912,",",PUNCT,",",O
2912,the,DET,xxx,O
2912,ratio,NOUN,xxxx,O
2912,of,ADP,xx,O
2912,imports,NOUN,xxxx,O
2912,to,ADP,xx,O
2912,exports,NOUN,xxxx,O
2912,at,ADP,xx,O
2912,the,DET,xxx,O
2912,end,NOUN,xxx,O
2912,of,ADP,xx,O
2912,the,DET,xxx,O
2912,year,NOUN,xxxx,O
2912,was,VERB,xxx,O
2912,how,ADV,xxx,O
2912,many,ADJ,xxxx,O
2912,times,NOUN,xxxx,O
2912,the,DET,xxx,O
2912,ratio,NOUN,xxxx,O
2912,at,ADP,xx,O
2912,the,DET,xxx,O
2912,beginning,NOUN,xxxx,O
2912,of,ADP,xx,O
2912,the,DET,xxx,O
2912,year,NOUN,xxxx,O
2912,?,PUNCT,?,O
2913,If,ADP,Xx,O
2913,a,DET,x,B-e_1
2913,-,PUNCT,-,I-e_1
2913,b,NOUN,x,I-e_1
2913,is,VERB,xx,O
2913,any,DET,xxx,O
2913,negative,ADJ,xxxx,O
2913,number,NOUN,xxxx,O
2913,",",PUNCT,",",O
2913,which,ADJ,xxxx,O
2913,of,ADP,xx,O
2913,the,DET,xxx,O
2913,following,VERB,xxxx,O
2913,must,VERB,xxxx,O
2913,be,VERB,xx,O
2913,positive,ADJ,xxxx,O
2913,?,PUNCT,?,O
2914,In,ADP,Xx,O
2914,the,DET,xxx,O
2914,table,NOUN,xxxx,O
2914,above,ADV,xxxx,O
2914,",",PUNCT,",",O
2914,y,PRON,x,B-e_1
2914,is,VERB,xx,O
2914,directly,ADV,xxxx,O
2914,proportional,ADJ,xxxx,O
2914,to,PART,xx,O
2914,x.,VERB,x.,O
2914,Which,ADJ,Xxxxx,O
2914,of,ADP,xx,O
2914,the,DET,xxx,O
2914,following,VERB,xxxx,O
2914,is,VERB,xx,O
2914,the,DET,xxx,O
2914,value,NOUN,xxxx,O
2914,of,ADP,xx,O
2914,a,DET,x,B-e_1
2914,?,PUNCT,?,O
2915,In,ADP,Xx,O
2915,the,DET,xxx,O
2915,figure,NOUN,xxxx,O
2915,above,ADV,xxxx,O
2915,",",PUNCT,",",O
2915,a,DET,x,O
2915,plane,NOUN,xxxx,O
2915,passes,VERB,xxxx,O
2915,through,ADP,xxxx,O
2915,a,DET,x,O
2915,sphere,NOUN,xxxx,O
2915,S,NOUN,X,B-e_1
2915,creating,VERB,xxxx,O
2915,a,DET,x,O
2915,circular,ADJ,xxxx,O
2915,region,NOUN,xxxx,O
2915,.,PUNCT,.,O
2915,If,ADP,Xx,O
2915,the,DET,xxx,O
2915,area,NOUN,xxxx,O
2915,of,ADP,xx,O
2915,the,DET,xxx,O
2915,circular,ADJ,xxxx,O
2915,region,NOUN,xxxx,O
2915,is,VERB,xx,O
2915,144π,NUM,dddx,B-e_1
2915,and,CCONJ,xxx,O
2915,h,NOUN,x,B-e_1
2915,=,SYM,=,I-e_1
2915,5,NUM,d,I-e_1
2915,",",PUNCT,",",O
2915,what,NOUN,xxxx,O
2915,is,VERB,xx,O
2915,the,DET,xxx,O
2915,value,NOUN,xxxx,O
2915,of,ADP,xx,O
2915,r,NOUN,x,B-e_1
2915,",",PUNCT,",",O
2915,the,DET,xxx,O
2915,radius,NOUN,xxxx,O
2915,of,ADP,xx,O
2915,the,DET,xxx,O
2915,sphere,NOUN,xxxx,O
2915,?,PUNCT,?,O
2916,If,ADP,Xx,O
2916,2,NUM,d,B-e_1
2916,^,PUNCT,^,I-e_1
2916,21,NUM,dd,I-e_1
2916,=,SYM,=,I-e_1
2916,x,PUNCT,x,I-e_1
2916,+,SYM,+,I-e_1
2916,2,NUM,d,I-e_1
2916,^,SYM,^,I-e_1
2916,20,NUM,dd,I-e_1
2916,",",PUNCT,",",O
2916,what,NOUN,xxxx,O
2916,is,VERB,xx,O
2916,the,DET,xxx,O
2916,value,NOUN,xxxx,O
2916,of,ADP,xx,O
2916,x,PUNCT,x,B-e_1
2916,?,PUNCT,?,O
2917,The,DET,Xxx,O
2917,sum,NOUN,xxx,O
2917,of,ADP,xx,O
2917,the,DET,xxx,O
2917,first,ADJ,xxxx,O
2917,25,NUM,dd,B-e_1
2917,positive,ADJ,xxxx,O
2917,odd,ADJ,xxx,O
2917,integers,NOUN,xxxx,O
2917,is,VERB,xx,O
2917,subtracted,VERB,xxxx,O
2917,from,ADP,xxxx,O
2917,the,DET,xxx,O
2917,sum,NOUN,xxx,O
2917,of,ADP,xx,O
2917,the,DET,xxx,O
2917,first,ADJ,xxxx,O
2917,25,NUM,dd,B-e_1
2917,positive,ADJ,xxxx,O
2917,even,ADJ,xxxx,O
2917,integers,NOUN,xxxx,O
2917,.,PUNCT,.,O
2917,What,NOUN,Xxxx,O
2917,is,VERB,xx,O
2917,the,DET,xxx,O
2917,value,NOUN,xxxx,O
2917,of,ADP,xx,O
2917,the,DET,xxx,O
2917,result,NOUN,xxxx,O
2917,?,PUNCT,?,O
2918,In,ADP,Xx,O
2918,the,DET,xxx,O
2918,figure,NOUN,xxxx,O
2918,above,ADV,xxxx,O
2918,",",PUNCT,",",O
2918,O,INTJ,X,O
2918,is,VERB,xx,O
2918,the,DET,xxx,O
2918,center,NOUN,xxxx,O
2918,of,ADP,xx,O
2918,the,DET,xxx,O
2918,circle,NOUN,xxxx,O
2918,and,CCONJ,xxx,O
2918,AD,NOUN,XX,B-e_1
2918,is,VERB,xx,O
2918,tangent,NOUN,xxxx,O
2918,to,ADP,xx,O
2918,the,DET,xxx,O
2918,circle,NOUN,xxxx,O
2918,at,ADP,xx,O
2918,point,NOUN,xxxx,O
2918,C.,PROPN,X.,O
2918,If,ADP,Xx,O
2918,the,DET,xxx,O
2918,measure,NOUN,xxxx,O
2918,of,ADP,xx,O
2918,BAD,PROPN,XXX,B-e_1
2918,is,VERB,xx,O
2918,40^o,NUM,dd^x,B-e_1
2918,",",PUNCT,",",O
2918,what,NOUN,xxxx,O
2918,is,VERB,xx,O
2918,the,DET,xxx,O
2918,measure,NOUN,xxxx,O
2918,of,ADP,xx,O
2918,ACB,PROPN,XXX,B-e_1
2918,?,PUNCT,?,O
2919,In,ADP,Xx,O
2919,the,DET,xxx,O
2919,figure,NOUN,xxxx,O
2919,above,ADV,xxxx,O
2919,",",PUNCT,",",O
2919,point,NOUN,xxxx,O
2919,O,NOUN,X,O
2919,is,VERB,xx,O
2919,the,DET,xxx,O
2919,center,NOUN,xxxx,O
2919,of,ADP,xx,O
2919,the,DET,xxx,O
2919,circle,NOUN,xxxx,O
2919,.,PUNCT,.,O
2919,What,NOUN,Xxxx,O
2919,is,VERB,xx,O
2919,the,DET,xxx,O
2919,value,NOUN,xxxx,O
2919,of,ADP,xx,O
2919,x,PUNCT,x,B-e_1
2919,+,CCONJ,+,I-e_1
2919,y,PRON,x,I-e_1
2919,?,PUNCT,?,O
2920,If,ADP,Xx,O
2920,|10,PROPN,|dd,B-e_1
2920,-,PUNCT,-,I-e_1
2920,x|,NOUN,x|,I-e_1
2920,≤,NOUN,≤,I-e_1
2920,4,NUM,d,I-e_1
2920,",",PUNCT,",",O
2920,which,ADJ,xxxx,O
2920,of,ADP,xx,O
2920,the,DET,xxx,O
2920,following,VERB,xxxx,O
2920,is,VERB,xx,O
2920,NOT,ADV,XXX,O
2920,a,DET,x,O
2920,possible,ADJ,xxxx,O
2920,value,NOUN,xxxx,O
2920,of,ADP,xx,O
2920,x,PUNCT,x,B-e_1
2920,?,PUNCT,?,O
2921,The,DET,Xxx,O
2921,figure,NOUN,xxxx,O
2921,shown,VERB,xxxx,O
2921,above,ADV,xxxx,O
2921,is,VERB,xx,O
2921,composed,VERB,xxxx,O
2921,of,ADP,xx,O
2921,4,NUM,d,B-e_1
2921,equal,ADJ,xxxx,O
2921,rectangles,NOUN,xxxx,O
2921,.,PUNCT,.,O
2921,If,ADP,Xx,O
2921,the,DET,xxx,O
2921,area,NOUN,xxxx,O
2921,of,ADP,xx,O
2921,each,DET,xxxx,O
2921,rectangle,NOUN,xxxx,O
2921,is,VERB,xx,O
2921,48,NUM,dd,B-e_1
2921,",",PUNCT,",",O
2921,what,NOUN,xxxx,O
2921,is,VERB,xx,O
2921,the,DET,xxx,O
2921,value,NOUN,xxxx,O
2921,of,ADP,xx,O
2921,b,NOUN,x,B-e_1
2921,?,PUNCT,?,O
2922,In,ADP,Xx,O
2922,the,DET,xxx,O
2922,figure,NOUN,xxxx,O
2922,above,ADV,xxxx,O
2922,",",PUNCT,",",O
2922,line,NOUN,xxxx,O
2922,ℓ,NOUN,x,B-e_1
2922,is,VERB,xx,O
2922,perpendicular,ADJ,xxxx,O
2922,to,ADP,xx,O
2922,line,NOUN,xxxx,O
2922,m,NOUN,x,B-e_1
2922,",",PUNCT,",",O
2922,and,CCONJ,xxx,O
2922,w,PUNCT,x,B-e_1
2922,=,SYM,=,I-e_1
2922,30,NUM,dd,I-e_1
2922,.,PUNCT,.,O
2922,What,NOUN,Xxxx,O
2922,is,VERB,xx,O
2922,the,DET,xxx,O
2922,value,NOUN,xxxx,O
2922,of,ADP,xx,O
2922,x,PUNCT,x,B-e_1
2922,+,CCONJ,+,I-e_1
2922,y,PRON,x,I-e_1
2922,?,PUNCT,?,O
2923,-5,PUNCT,-d,B-e_1
2923,",",PUNCT,",",I-e_1
2923,-4,ADV,-d,I-e_1
2923,",",PUNCT,",",I-e_1
2923,-3,VERB,-d,I-e_1
2923,",",PUNCT,",",I-e_1
2923,-2,PUNCT,-d,I-e_1
2923,",",PUNCT,",",I-e_1
2923,-1,PUNCT,-d,I-e_1
2923,",",PUNCT,",",I-e_1
2923,0,NUM,d,I-e_1
2923,",",PUNCT,",",I-e_1
2923,1,NUM,d,I-e_1
2923,",",PUNCT,",",I-e_1
2923,2,NUM,d,I-e_1
2923,",",PUNCT,",",I-e_1
2923,3,NUM,d,I-e_1
2923,",",PUNCT,",",I-e_1
2923,4,NUM,d,I-e_1
2923,",",PUNCT,",",I-e_1
2923,5,NUM,d,I-e_1
2923,How,ADV,Xxx,O
2923,many,ADJ,xxxx,O
2923,different,ADJ,xxxx,O
2923,sums,NOUN,xxxx,O
2923,can,VERB,xxx,O
2923,be,VERB,xx,O
2923,obtained,VERB,xxxx,O
2923,by,ADP,xx,O
2923,adding,VERB,xxxx,O
2923,any,DET,xxx,O
2923,two,NUM,xxx,O
2923,different,ADJ,xxxx,O
2923,integers,NOUN,xxxx,O
2923,chosen,VERB,xxxx,O
2923,from,ADP,xxxx,O
2923,the,DET,xxx,O
2923,integers,NOUN,xxxx,O
2923,above,ADV,xxxx,O
2923,?,PUNCT,?,O
2924,A,DET,X,O
2924,convenience,NOUN,xxxx,O
2924,store,NOUN,xxxx,O
2924,changes,VERB,xxxx,O
2924,the,DET,xxx,O
2924,price,NOUN,xxxx,O
2924,of,ADP,xx,O
2924,candy,NOUN,xxxx,O
2924,bars,NOUN,xxxx,O
2924,from,ADP,xxxx,O
2924,5,NUM,d,B-e_1
2924,for,ADP,xxx,O
2924,2,NUM,d,B-e_1
2924,dollars,NOUN,xxxx,O
2924,to,PART,xx,O
2924,8,NUM,d,B-e_1
2924,for,ADP,xxx,O
2924,4,NUM,d,B-e_1
2924,dollars,NOUN,xxxx,O
2924,.,PUNCT,.,O
2924,What,NOUN,Xxxx,O
2924,can,VERB,xxx,O
2924,be,VERB,xx,O
2924,said,VERB,xxxx,O
2924,about,ADP,xxxx,O
2924,the,DET,xxx,O
2924,price,NOUN,xxxx,O
2924,change,NOUN,xxxx,O
2924,?,PUNCT,?,O
2925,If,ADP,Xx,O
2925,30,NUM,dd,O
2925,percent,NOUN,xxxx,O
2925,of,ADP,xx,O
2925,m,NOUN,x,B-e_1
2925,is,VERB,xx,O
2925,50,NUM,dd,B-e_1
2925,",",PUNCT,",",O
2925,what,NOUN,xxxx,O
2925,is,VERB,xx,O
2925,3,NUM,d,B-e_1
2925,percent,NOUN,xxxx,O
2925,of,ADP,xx,O
2925,m,NOUN,x,B-e_1
2925,?,PUNCT,?,O
2926,The,DET,Xxx,O
2926,figure,NOUN,xxxx,O
2926,above,ADV,xxxx,O
2926,shows,VERB,xxxx,O
2926,the,DET,xxx,O
2926,graph,NOUN,xxxx,O
2926,of,ADP,xx,O
2926,ax,NOUN,xx,B-e_1
